Population	Pedigree	Sample	field_id	date	stream	location	run	sex	meps	fl	origin	lat	lon	reach_id	Basin	StreamName	DownUTME	DownUTMN
NUMP	OtsCC20NUMP	OtsCC20NUMP_0036	UMPR_0436	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	760	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0037	UMPR_0437	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	960	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0038	UMPR_0438	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	835	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0039	UMPR_0439	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	910	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0040	UMPR_0440	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	540	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0041	UMPR_0441	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	780	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0042	UMPR_0442	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	800	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0043	UMPR_0443	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	860	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0044	UMPR_0444	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	805	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0045	UMPR_0445	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	810	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0046	UMPR_0446	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	405	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0047	UMPR_0447	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	810	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0048	UMPR_0448	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	840	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0049	UMPR_0449	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	900	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0050	UMPR_0450	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	930	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0007	UMPR_0407	10/1/20	N. Umpqua River	upstream of Soda Springs	Spring	F	695	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0054	UG-2020-7	10/13/20	N. Umpqua River	Winchester Dam	Fall	M	NA	NA	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0055	UG-2020-8	10/13/20	N. Umpqua River	Winchester Dam	Fall	M	NA	NA	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0056	UG-2020-9	10/13/20	N. Umpqua River	Winchester Dam	Fall	F	NA	NA	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0001	UMPR_0301	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	805	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0002	UMPR_0302	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	605	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0003	UMPR_0303	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	700	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0004	UMPR_0304	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	955	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0005	UMPR_0305	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	920	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0006	UMPR_0306	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	765	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0007	UMPR_0307	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	905	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0008	UMPR_0308	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	915	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0009	UMPR_0309	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	995	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0010	UMPR_0310	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	955	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0011	UMPR_0311	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	795	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0012	UMPR_0312	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	875	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0013	UMPR_0313	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	560	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0014	UMPR_0314	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	570	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0015	UMPR_0315	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	870	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0016	UMPR_0316	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	765	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0017	UMPR_0317	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	690	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0018	UMPR_0318	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	855	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0019	UMPR_0319	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	730	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0020	UMPR_0320	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	870	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0021	UMPR_0321	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	815	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0022	UMPR_0322	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	850	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0023	UMPR_0323	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	835	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0024	UMPR_0324	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	835	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0025	UMPR_0325	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	835	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0026	UMPR_0326	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	885	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0027	UMPR_0327	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	635	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0028	UMPR_0328	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	820	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0029	UMPR_0329	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	915	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0030	UMPR_0330	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	815	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0031	UMPR_0331	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	785	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0032	UMPR_0332	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	840	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0033	UMPR_0333	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	645	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0034	UMPR_0334	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	810	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0035	UMPR_0335	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	720	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0036	UMPR_0336	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	870	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0037	UMPR_0337	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	825	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0038	UMPR_0338	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	615	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0039	UMPR_0339	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	840	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0040	UMPR_0340	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	805	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0041	UMPR_0341	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	870	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0042	UMPR_0342	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	760	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0043	UMPR_0343	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	745	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0044	UMPR_0344	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	795	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0045	UMPR_0345	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	945	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0046	UMPR_0346	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	900	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0047	UMPR_0347	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	M	NA	735	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0048	UMPR_0348	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	845	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0049	UMPR_0349	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	745	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0050	UMPR_0350	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	765	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0051	UMPR_0351	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	810	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0052	UMPR_0352	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	760	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
NUMP	OtsAC20NUMP	OtsAC20NUMP_0053	UMPR_0353	NA	N. Umpqua River	Winchester Dam or Rock Cr Hatchery	Spring	F	NA	765	NOR	43.284592	-123.354662	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0001	1061	9/4/20	NA	Tillamook Bay	Fall	F	NA	NA	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0002	1062	9/11/20	NA	Tillamook Bay	Fall	M	NA	690	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0003	1063	9/11/20	NA	Tillamook Bay	Fall	M	NA	890	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0004	1064	9/11/20	NA	Tillamook Bay	Fall	F	NA	840	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0005	1065	9/11/20	NA	Tillamook Bay	Fall	F	NA	650	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0006	1066	9/11/20	NA	Tillamook Bay	Fall	F	NA	850	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0008	1067	9/16/20	NA	Tillamook Bay	Fall	F	NA	620	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0007	1068	9/16/20	NA	Tillamook Bay	Fall	M	NA	670	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0009	1069	9/16/20	NA	Tillamook Bay	Fall	F	NA	880	HOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0010	1070	9/16/20	NA	Tillamook Bay	Fall	F	NA	870	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0011	1071	9/16/20	NA	Tillamook Bay	Fall	M	NA	755	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0012	1072	9/16/20	NA	Tillamook Bay	Fall	F	NA	680	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0013	1073	9/17/20	NA	Tillamook Bay	Fall	M	NA	500	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0014	1074	9/18/20	NA	Tillamook Bay	Fall	F	NA	770	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0015	1075	9/18/20	NA	Tillamook Bay	Fall	M	NA	560	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0016	1076	9/18/20	NA	Tillamook Bay	Fall	M	NA	570	HOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0017	1077	9/18/20	NA	Tillamook Bay	Fall	F	NA	785	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0018	1078	9/18/20	NA	Tillamook Bay	Fall	M	NA	860	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0019	1079	9/18/20	NA	Tillamook Bay	Fall	F	NA	700	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0020	1080	9/18/20	NA	Tillamook Bay	Fall	M	NA	780	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0021	1081	9/18/20	NA	Tillamook Bay	Fall	M	NA	780	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0022	1082	9/21/20	NA	Tillamook Bay	Fall	F	NA	840	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0023	1083	9/21/20	NA	Tillamook Bay	Fall	M	NA	810	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0024	1084	9/28/20	NA	Tillamook Bay	Fall	F	NA	780	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0025	1085	9/28/20	NA	Tillamook Bay	Fall	F	NA	735	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0026	1086	9/28/20	NA	Tillamook Bay	Fall	M	NA	760	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0027	1087	9/28/20	NA	Tillamook Bay	Fall	M	NA	735	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0028	1088	9/28/20	NA	Tillamook Bay	Fall	M	NA	790	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0029	1089	9/28/20	NA	Tillamook Bay	Fall	F	NA	760	HOR	45.518259	-123.917129	NA	NA	NA	NA	NA
TILR	OtsAC20TILR	OtsAC20TILR_0030	1090	9/28/20	NA	Tillamook Bay	Fall	F	NA	840	NOR	45.518259	-123.917129	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0001	1241	9/17/20	Nestucca River	Nestucca Bay	Fall	F	NA	820	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0002	1242	9/17/20	Nestucca River	Nestucca Bay	Fall	F	NA	790	HOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0003	1243	9/17/20	Nestucca River	Nestucca Bay	Fall	M	NA	985	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0004	1244	9/17/20	Nestucca River	Nestucca Bay	Fall	F	NA	810	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0005	1245	9/17/20	Nestucca River	Nestucca Bay	Fall	M	NA	760	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0006	1246	9/17/20	Nestucca River	Nestucca Bay	Fall	M	NA	955	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0007	1247	9/17/20	Nestucca River	Nestucca Bay	Fall	F	NA	730	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0008	1248	9/17/20	Nestucca River	Nestucca Bay	Fall	M	NA	970	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0009	1249	9/17/20	Nestucca River	Nestucca Bay	Fall	M	NA	710	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0010	1250	9/17/20	Nestucca River	Nestucca Bay	Fall	M	NA	728	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0011	1251	9/21/20	Nestucca River	Nestucca Bay	Fall	M	NA	665	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0012	1252	9/21/20	Nestucca River	Nestucca Bay	Fall	F	NA	755	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0013	1253	9/21/20	Nestucca River	Nestucca Bay	Fall	M	NA	705	HOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0014	1254	9/21/20	Nestucca River	Nestucca Bay	Fall	F	NA	990	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0015	1255	9/21/20	Nestucca River	Nestucca Bay	Fall	F	NA	845	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0016	1256	9/21/20	Nestucca River	Nestucca Bay	Fall	F	NA	885	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0017	1257	9/21/20	Nestucca River	Nestucca Bay	Fall	F	NA	805	HOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0018	1258	9/21/20	Nestucca River	Nestucca Bay	Fall	F	NA	910	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0019	1259	9/21/20	Nestucca River	Nestucca Bay	Fall	M	NA	795	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0020	1260	9/22/20	Nestucca River	Nestucca Bay	Fall	F	NA	850	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0021	1261	9/22/20	Nestucca River	Nestucca Bay	Fall	M	NA	925	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0022	1262	9/22/20	Nestucca River	Nestucca Bay	Fall	M	NA	685	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0023	1263	9/29/20	Nestucca River	Nestucca Bay	Fall	M	NA	950	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0024	1264	9/29/20	Nestucca River	Nestucca Bay	Fall	F	NA	815	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0025	1265	9/29/20	Nestucca River	Nestucca Bay	Fall	M	NA	875	HOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0026	1266	9/29/20	Nestucca River	Nestucca Bay	Fall	M	NA	820	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0027	1267	9/29/20	Nestucca River	Nestucca Bay	Fall	F	NA	950	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0028	1268	9/29/20	Nestucca River	Nestucca Bay	Fall	M	NA	925	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0029	1269	9/29/20	Nestucca River	Nestucca Bay	Fall	M	NA	850	HOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsAC20NESR	OtsAC20NESR_0030	1270	9/29/20	Nestucca River	Nestucca Bay	Fall	F	NA	750	NOR	45.170533	-123.962757	NA	NA	NA	NA	NA
NESR	OtsCC20NESR	OtsCC20NESR_0001	1181	9/21/20	Nestucca River	Nestucca Bay	Spring	M	695	NA	NOR	45.170654	-123.962831	NA	NA	NA	NA	NA
NESR	OtsCC20NESR	OtsCC20NESR_0002	1301	11/24/20	Nestucca River	Nestucca River	Fall	F	NA	890	NOR	45.211759	-123.951211	NA	NA	NA	NA	NA
NESR	OtsCC20NESR	OtsCC20NESR_0003	1302	11/24/20	Nestucca River	Nestucca River	Fall	F	NA	920	NOR	45.211759	-123.951211	NA	NA	NA	NA	NA
NESR	OtsCC20NESR	OtsCC20NESR_0004	1303	11/24/20	Nestucca River	Nestucca River	Fall	F	NA	990	NOR	45.211759	-123.951211	NA	NA	NA	NA	NA
NESR	OtsCC20NESR	OtsCC20NESR_0005	1304	12/1/20	Nestucca River	Nestucca River	Fall	F	760	NA	NOR	45.211759	-123.951211	NA	NA	NA	NA	NA
